Student_ID,Teacher_Student_Ratio,Average_Teacher_Experience_Years,Average_Class_Size,School_Funding_Per_Student,School_Extracurricular_Activities,Parental_Involvement_Score,School_Facilities_Rating,Internet_Access_In_School,School_Distance_From_Home_km,Student_Attendance_Rate,Disciplinary_Actions_Taken,Student_Performance_Score
11658,21.85508046,14,24,26926,Sports,9.810363087,9.280437401,TRUE,0.889828094,99.86531028,2,91.12954303
65057,21.85508046,7,24,28297,Sports,8.306507165,6.629110805,TRUE,1.219228488,87.21569539,0,61.12056747
74251,21.85508046,5,24,14978,Sports,6.943486752,6.376824147,TRUE,2.920025335,84.89630052,2,66.34710245
23833,21.85508046,16,24,12566,None,5.059124143,8.758884216,TRUE,3.925078903,93.19027202,0,87.69125156
66822,21.85508046,12,24,12033,Both,7.055712999,7.247444784,TRUE,2.792894943,93.95590962,3,99.63385671
57472,21.85508046,19,24,14664,None,7.559627672,6.934702368,FALSE,3.421074909,87.32230509,0,68.92848821
93307,21.85508046,9,24,16738,Sports,7.459338574,6.08698059,TRUE,4.838812735,92.6589791,1,44.31684222
70258,21.85508046,6,24,29344,Arts,9.296801889,8.308313817,TRUE,0.752528849,87.1659449,2,67.18600073
30052,21.85508046,16,24,26163,Both,5.944142533,8.507002442,TRUE,4.751808644,87.76429024,2,35.29278353
67080,21.85508046,17,24,15432,Arts,5.966492306,6.088019378,FALSE,3.541087581,83.62447015,0,42.62413779
33086,21.85508046,19,24,29214,Both,5.587941561,8.267475917,FALSE,3.970365149,90.02438973,0,55.61118601
78386,21.85508046,8,24,29812,Sports,5.971887567,7.085937698,FALSE,1.132994758,87.70159538,2,89.73393346
95256,21.85508046,9,24,29042,Sports,8.971025002,6.78773244,FALSE,3.284840825,96.48919125,2,46.9545525
45400,21.85508046,9,24,12705,Sports,5.675546609,8.371472449,FALSE,4.884636445,83.4769877,3,87.55128405
90728,21.85508046,5,24,28162,Sports,9.169486295,6.205270961,TRUE,1.087394267,82.02322227,2,70.77890563
80539,21.85508046,16,24,28029,Both,7.491308337,7.092692519,FALSE,2.45670953,89.04547934,0,87.1005223
73372,21.85508046,12,24,11497,Sports,9.246093677,8.13439347,TRUE,2.110983861,91.0104952,0,28.77090211
70931,21.85508046,11,24,23402,Both,5.654791914,9.421269636,TRUE,4.91319825,88.80428382,1,57.9637697
67091,21.85508046,5,24,21035,Sports,9.083716371,9.37589413,FALSE,1.176198876,94.53295718,0,93.63841763
87656,21.85508046,7,24,28187,None,9.851868379,8.827550308,TRUE,3.855085779,87.19903838,2,86.1690625
45179,21.85508046,16,24,29241,Arts,6.584523915,7.135658399,FALSE,4.65984576,93.02060049,2,92.3219322
52245,21.85508046,10,24,13857,None,6.584339497,7.888968132,FALSE,1.82817584,91.86227325,0,38.35583393
42177,21.85508046,5,24,16672,Arts,7.354585084,9.594777729,FALSE,4.662133922,97.46119486,2,89.12924261
21359,21.85508046,17,24,13344,Sports,7.806474957,7.795046793,FALSE,2.773219192,86.17975829,0,49.14154239
46559,21.85508046,20,24,24681,Sports,9.491487001,7.727483754,TRUE,3.870971128,96.96469247,3,32.50508651
69087,21.85508046,14,24,24497,None,6.555958122,7.177090284,TRUE,3.888297871,90.76813911,2,48.40345812
41963,21.85508046,12,24,21580,Both,8.711885595,7.644348278,TRUE,4.317399763,87.50197218,1,54.66122517
70910,21.85508046,20,24,11758,Both,5.974261162,7.647514272,TRUE,2.77214086,84.81040321,1,84.87511084
84691,21.85508046,12,24,17278,Sports,7.62663371,6.047201603,FALSE,1.232449452,94.26566991,0,87.507858
89997,21.85508046,16,24,26586,None,7.405498685,6.639143195,TRUE,1.343005985,97.50381161,2,53.4841951
97580,21.85508046,14,24,17026,Both,8.901910322,6.33846141,TRUE,1.77217838,81.22323379,1,29.87671935
59674,21.85508046,17,24,15951,Both,8.915328443,7.23698438,FALSE,2.045940487,93.46429968,0,33.08140079
54092,21.85508046,6,24,23198,Both,5.206109768,7.045613193,TRUE,2.51774133,86.68027232,1,97.55074654
13761,21.85508046,10,24,19481,Arts,7.812528253,8.744201069,TRUE,3.767002401,82.19153663,1,84.58820952
74789,21.85508046,11,24,23778,Both,5.304686849,6.029129411,TRUE,0.906401111,97.66762246,1,34.7380489
52600,21.85508046,11,24,25770,Both,5.861446319,6.737548787,FALSE,1.974980694,96.88395006,0,68.07043747
33834,21.85508046,15,24,11146,None,7.910332088,9.111668728,FALSE,2.395421754,88.42381209,2,79.37252716
73904,21.85508046,11,24,19512,Both,7.562087422,8.979745219,FALSE,1.485966454,90.78020943,0,43.6007515
37802,21.85508046,12,24,13988,Both,7.451501191,9.313049011,FALSE,3.947344763,91.80618137,1,27.61417358
56507,21.85508046,12,24,27650,None,9.42421291,8.781535983,TRUE,1.668204227,96.42444115,2,80.52154641
43862,21.85508046,19,24,18043,None,8.304397017,6.407086022,TRUE,0.570514364,81.62111557,0,84.96950102
54608,21.85508046,14,24,19219,Arts,9.48232431,6.750349113,TRUE,2.629138912,86.12080813,2,98.84933079
46655,21.85508046,9,24,29605,Both,9.535523837,6.064441639,TRUE,2.973772667,98.6777534,2,33.80012904
88139,21.85508046,7,24,11411,Both,5.141375781,7.530463085,FALSE,3.533496229,87.99878743,3,45.22952328
46211,21.85508046,14,24,10210,None,6.878438446,7.521629001,FALSE,3.017842865,85.45773393,0,33.49814281
82848,21.85508046,11,24,22351,Sports,8.079789285,8.422130598,FALSE,3.553330316,94.30513407,3,91.86580991
11330,21.85508046,17,24,23861,Both,8.353944931,8.318921286,TRUE,3.457805562,93.32333444,0,21.5633234
77715,21.85508046,19,24,22872,Sports,9.594515552,8.858005728,TRUE,4.731110418,97.04518465,0,60.27215499
35042,21.85508046,13,24,29802,Sports,9.209165597,7.581541487,FALSE,2.668573137,88.48116155,3,21.54591252
21221,21.85508046,18,24,22499,Arts,6.055267782,6.15117884,TRUE,4.758219505,86.61988871,3,78.4114787
41635,21.85508046,16,24,23274,None,6.827624958,6.485315923,FALSE,1.628399966,88.56177488,2,21.21702673
63271,21.85508046,20,24,15406,Sports,6.216944718,6.954762794,TRUE,4.415432997,99.44379304,0,55.70541046
74038,21.85508046,13,24,24152,Arts,9.785350141,7.919487898,TRUE,1.325132392,95.3488527,0,50.62863838
82768,21.85508046,15,24,26052,Arts,6.664571384,6.295045198,TRUE,4.068738712,90.87648081,1,85.88714457
41499,21.85508046,19,24,15368,Arts,8.371178786,6.542723559,FALSE,0.507287524,86.25904546,0,24.54294368
72402,21.85508046,13,24,10811,None,7.511035551,6.433151765,TRUE,2.418566307,80.59483155,1,40.3405084
94659,21.85508046,18,24,22862,None,8.884527415,8.867028101,FALSE,3.933613432,98.89652904,2,98.25699839
74332,21.85508046,10,24,18313,None,5.030102336,7.911026584,TRUE,4.329415455,81.36860797,1,37.02519523
68743,21.85508046,16,24,14187,Arts,8.159954816,8.090380971,FALSE,3.439661708,95.47265737,1,68.51971173
12260,21.85508046,19,24,23739,None,5.282222074,8.578321456,FALSE,4.484422598,86.72287413,1,58.50418096
22196,21.85508046,20,24,10839,Sports,8.859834333,6.37553127,TRUE,1.454929122,93.60179307,0,84.28523484
48566,21.85508046,18,24,14220,Sports,5.220865089,7.111568375,FALSE,3.53344747,98.36595596,1,75.46140896
39045,21.85508046,8,24,14676,Arts,6.802974796,9.403381031,FALSE,3.682525198,83.26413909,3,24.45004357
63005,21.85508046,6,24,16617,Arts,9.238780748,7.610074409,TRUE,4.391012161,87.00503819,2,83.80895777
41890,21.85508046,6,24,29820,Sports,8.739791339,6.770292887,TRUE,2.627669193,80.69545872,2,98.08004927
50135,21.85508046,14,24,18899,Both,6.809921534,8.22170058,TRUE,3.224972224,92.82634921,1,28.69483376
97026,21.85508046,19,24,12159,Sports,6.191077469,9.017105068,FALSE,3.571564796,98.59742722,2,99.57868321
86225,21.85508046,11,24,18854,Arts,5.715462837,8.085677744,TRUE,4.750040739,98.82040822,2,30.38510585
58368,21.85508046,5,24,25895,Arts,7.411768447,6.639866262,TRUE,3.693164477,83.64241637,3,39.16811302
72031,21.85508046,12,24,29302,Arts,6.721884793,7.544411036,TRUE,1.941862949,85.66439748,0,97.45420369
82544,21.85508046,14,24,12743,Both,8.370714261,7.879684899,FALSE,4.137798869,94.70125787,1,47.45388276
79588,21.85508046,19,24,14065,Sports,6.954280081,7.12880592,TRUE,2.939336152,85.85553043,1,94.50796776
55056,21.85508046,12,24,16943,Both,6.402938949,8.019468403,FALSE,1.986827208,83.13471887,1,56.49223351
65771,21.85508046,6,24,14737,None,9.641606408,9.255154379,FALSE,2.32303281,90.85295908,3,74.50168351
82140,21.85508046,7,24,23263,None,5.33444553,6.430449979,FALSE,4.638519956,85.50452969,3,59.59867116
53357,21.85508046,7,24,25851,Both,6.981589653,8.364013392,TRUE,4.433498287,99.80148352,3,21.43473425
56112,21.85508046,10,24,16186,Arts,8.084467986,7.02587599,TRUE,1.551949568,89.45815378,1,25.54204858
69473,21.85508046,8,24,11994,Arts,7.894127188,8.748812531,FALSE,1.850243476,90.88106438,1,63.42192661
45509,21.85508046,8,24,10405,None,8.775515533,6.325640487,FALSE,0.632618709,82.76667499,3,67.6350388
50189,21.85508046,13,24,28011,Both,5.149844513,7.710446235,FALSE,1.065376301,88.32345361,1,23.51322286
42951,21.85508046,11,24,25352,Both,5.768862899,8.745219003,FALSE,3.057562934,88.66255944,2,62.81893004
40217,21.85508046,19,24,26492,Arts,7.196144354,8.542143093,TRUE,1.363253955,84.10355556,2,58.78195254
25814,21.85508046,20,24,14246,None,6.553439457,8.106807862,FALSE,4.894001199,83.1335407,2,54.95147512
35242,21.85508046,10,24,25190,Sports,5.880156481,6.151630996,FALSE,4.129267809,89.36510241,3,92.54142611
51359,21.85508046,7,24,18505,Arts,5.804140464,7.707260975,TRUE,3.842424668,80.78213583,3,86.14485705
25670,21.85508046,18,24,18598,Arts,8.996200812,6.888240783,FALSE,0.737104845,91.73972259,1,67.34617603
80236,21.85508046,12,24,24885,Both,6.568894755,7.818083685,TRUE,2.288049199,92.23728513,0,67.46884294
34267,21.85508046,10,24,17003,Sports,7.389259518,9.043602117,TRUE,4.920493758,81.19609177,0,46.42466987
35105,21.85508046,12,24,27085,None,7.112343527,8.136155455,TRUE,1.919683464,90.59917299,3,28.34941631
38361,21.85508046,5,24,17366,Arts,9.727479464,7.143026238,FALSE,2.359643812,94.69771341,3,71.27890078
73464,21.85508046,6,24,13525,None,7.914736818,9.285377481,FALSE,4.252449226,86.89755483,0,98.96705897
46241,21.85508046,5,24,17944,None,6.273028537,7.641228362,TRUE,1.740276187,98.16604263,1,26.94633867
87278,21.85508046,12,24,29441,None,8.828299106,9.079459273,FALSE,2.881370789,88.5755104,2,41.02316269
78765,21.85508046,7,24,10481,Arts,5.008256583,7.491738415,TRUE,4.406269352,88.56925973,3,82.52420555
88222,21.85508046,5,24,13625,Sports,7.149312331,7.590157998,FALSE,4.275044148,88.29508884,0,95.09388251
47093,21.85508046,19,24,23568,None,5.075289598,8.326710614,FALSE,3.059096741,96.57885231,3,35.75101239
23176,21.85508046,8,24,11738,Arts,7.171471522,6.427471747,FALSE,3.796198006,93.26073392,2,35.46763319
35443,21.85508046,9,24,13208,Both,9.948026728,8.025891781,FALSE,4.090957729,88.15093066,2,36.6625551
48829,21.85508046,15,24,10883,None,8.079494951,6.493049359,FALSE,3.282373618,98.12961576,2,59.51117532
39816,21.85508046,9,24,20387,None,7.578738722,9.036012614,TRUE,4.246681948,82.84670723,3,22.19119891
57301,21.85508046,19,24,28413,Arts,6.145209889,7.053248009,FALSE,0.671732817,93.35271701,3,25.61743136
33519,21.85508046,17,24,12915,Sports,7.499778076,7.111993351,TRUE,3.280582407,88.5295571,3,98.36137172
49618,21.85508046,5,24,26655,None,9.575800308,9.578876483,TRUE,0.745156828,95.05327233,1,54.96799556
11854,21.85508046,13,24,25204,Both,6.411141124,9.25251689,TRUE,4.357606942,93.33170715,0,63.8776186
26591,21.85508046,19,24,17586,Arts,7.031169901,8.090709342,TRUE,2.183485196,95.18642058,2,96.97235244
45954,21.85508046,9,24,10542,None,9.642881774,8.796016746,TRUE,4.203553133,93.97637429,0,41.10968799
15965,21.85508046,10,24,24078,Arts,6.253788781,7.753654032,FALSE,1.21612595,91.48091781,3,63.62984812
17146,21.85508046,12,24,14442,Both,5.983160033,8.767513307,FALSE,2.589117409,91.07757546,2,78.1630099
82529,21.85508046,9,24,25365,Sports,8.671833499,8.088067869,TRUE,4.908155258,95.72212459,1,72.27013298
48290,21.85508046,12,24,15283,Sports,5.591749331,9.226628719,FALSE,3.059068252,86.59317854,1,32.82346209
26551,21.85508046,12,24,13387,Arts,7.309629558,9.255485363,FALSE,2.200938607,94.76852952,2,87.30721887
93606,21.85508046,12,24,18177,Both,6.225994062,8.478063341,FALSE,2.40340739,95.0450984,0,37.68747835
74340,21.85508046,10,24,10389,Arts,5.255020398,8.857925516,FALSE,1.159491316,98.17870791,0,56.80531172
23446,21.85508046,17,24,18914,Both,8.674307965,7.605229159,FALSE,1.725813108,98.56923382,3,33.98087261
11607,21.85508046,16,24,21650,Sports,8.279083281,6.215033902,FALSE,4.808916918,91.88143005,1,84.82040354
85243,21.85508046,12,24,15034,Sports,5.930333129,9.257000258,TRUE,2.453028815,88.12626012,1,98.82402952
47268,21.85508046,18,24,15462,None,7.924736206,6.768678549,FALSE,1.136881914,89.37628891,3,35.4008535
71524,21.85508046,11,24,12101,None,7.770123108,7.533415205,TRUE,3.700846076,93.31951293,1,36.71943986
72746,21.85508046,10,24,18840,Both,9.234586213,9.268444347,FALSE,4.574074735,89.03252835,2,69.36860071
67733,21.85508046,18,24,21274,Sports,9.976571811,7.951544238,TRUE,0.936704394,81.98966485,0,39.81517239
54657,21.85508046,12,24,12687,Arts,5.563870023,8.917405992,TRUE,4.691327885,95.06003974,0,23.03925054
34164,21.85508046,11,24,10807,Arts,7.577280919,8.936366087,TRUE,4.952941205,92.48331888,2,22.32798027
16734,21.85508046,19,24,18174,Sports,6.792774997,7.910457488,TRUE,2.35819945,96.89598706,0,65.53941167
43092,21.85508046,15,24,10045,Sports,6.044390341,8.455804885,TRUE,3.344912991,89.44541857,2,57.59494168
72616,21.85508046,9,24,12407,Sports,6.407115748,6.040629322,TRUE,2.710177211,89.01481406,1,73.61623903
24953,21.85508046,11,24,14186,Arts,6.81228993,6.579157258,FALSE,4.295576717,80.67069143,3,99.72817285
18564,21.85508046,20,24,25497,Arts,9.247724535,8.983240866,FALSE,2.615517961,99.58550569,2,20.66506758
62521,21.85508046,18,24,29972,Arts,9.909487432,7.054740206,FALSE,1.016150361,99.78733319,3,78.5085666
74454,21.85508046,17,24,28518,Both,7.057691193,6.717809257,FALSE,1.992544356,99.98783965,3,68.4854226
19710,21.85508046,17,24,29679,Sports,5.236111963,7.665517797,TRUE,2.954824973,91.45148244,1,49.33559097
85631,21.85508046,7,24,22958,Sports,8.29122506,9.089121622,TRUE,3.705060119,96.01523622,0,21.90970693
92502,21.85508046,14,24,21160,None,5.5373369,6.116734742,TRUE,4.9509326,82.64909671,1,90.06153644
99974,21.85508046,11,24,13981,Both,6.380189972,7.331236854,FALSE,3.86221972,98.05828147,2,22.29293907
17026,21.85508046,5,24,21210,Both,5.925530963,8.22326585,TRUE,3.618326846,86.66845364,0,57.35810365
29887,21.85508046,9,24,17323,Arts,8.159153527,6.558345875,FALSE,3.26556921,98.73604882,1,76.0972443
29555,21.85508046,18,24,15258,Both,5.421675118,7.272021711,TRUE,4.090721453,84.81283079,1,72.36592011
83772,21.85508046,20,24,21082,Arts,9.649206215,6.922684668,FALSE,2.747178104,99.23258474,3,27.32795169
49824,21.85508046,6,24,19621,Both,7.759858432,7.61280523,FALSE,2.897311972,81.64116104,0,71.28341474
21164,21.85508046,7,24,26186,Arts,9.583059875,9.312275689,FALSE,2.587723315,90.91910889,3,78.62067779
42530,21.85508046,13,24,11254,Arts,7.289820613,8.609535067,FALSE,2.960849574,96.13224048,1,40.75086718
25525,21.85508046,5,24,11732,None,7.236155001,6.833474763,FALSE,2.044840056,85.73991346,1,86.29750702
83147,21.85508046,17,24,12259,Arts,7.851005845,7.294933634,TRUE,1.35706808,98.60088947,2,72.41471659
64548,21.85508046,14,24,21332,Both,6.666265941,8.558624526,FALSE,1.837693276,93.542804,1,98.49646232
89471,21.85508046,7,24,26457,Arts,8.142441145,6.925191381,TRUE,4.318950593,97.88479789,2,54.92851491
88135,21.85508046,9,24,28905,Sports,9.825921319,7.021331832,FALSE,3.110965917,81.66028312,3,90.00281842
91057,21.85508046,7,24,27134,None,9.308583215,8.722837975,TRUE,4.265127684,87.50105425,2,46.2016233
39581,21.85508046,17,24,12206,Both,7.145578784,8.947269303,TRUE,3.708843227,90.31887416,3,28.27461105
78494,21.85508046,15,24,22773,Sports,8.805303131,7.052437864,FALSE,0.878023579,83.54552135,1,52.34585688
59856,21.85508046,9,24,15757,Arts,7.280660583,8.582988751,FALSE,4.184643253,92.05934897,3,33.09530328
69049,21.85508046,16,24,25103,Sports,6.82910531,9.137921652,FALSE,4.843357736,96.34024541,2,91.78486144
68028,21.85508046,19,24,12428,Both,9.360319439,8.985407122,TRUE,1.346051217,88.94578063,0,80.53781462
48974,21.85508046,14,24,18276,Sports,5.061325441,9.017574599,TRUE,1.354762736,96.44932415,2,75.67676572
87139,21.85508046,6,24,23763,Sports,8.316260855,9.540563247,FALSE,3.077003359,87.53975531,2,42.31369875
66207,21.85508046,8,24,25336,Sports,9.28104972,8.719639074,FALSE,1.291625224,99.98140404,1,88.89296163
50026,21.85508046,5,24,29339,None,6.047092114,7.173284277,FALSE,3.873881802,92.35407639,0,57.29369626
84531,21.85508046,20,24,27858,Arts,7.917606042,6.037553899,TRUE,4.372488509,89.2314218,0,90.63113795
91399,21.85508046,9,24,14381,Sports,9.403831428,8.155528884,TRUE,2.168899792,88.5562827,0,82.13925341
17894,21.85508046,6,24,14602,None,7.140373023,9.532230624,TRUE,1.666253809,92.78940182,2,74.14242244
89905,21.85508046,17,24,12165,Both,6.234560016,8.421442513,TRUE,1.221688463,83.97065908,2,51.85964435
23006,21.85508046,5,24,29055,Sports,7.63589324,7.43780401,TRUE,3.806138658,99.93402896,1,94.99694351
37235,21.85508046,16,24,18972,Sports,5.874348364,8.499007437,FALSE,1.669817717,95.3703656,0,55.86784924
91987,21.85508046,18,24,18605,Arts,6.315201892,7.06077487,FALSE,2.512814314,93.12999661,0,56.486101
37659,21.85508046,18,24,28818,Arts,6.720255053,6.173824588,FALSE,4.823740363,81.42530188,3,91.87508911
44687,21.85508046,19,24,26087,None,7.980349825,8.045948558,TRUE,4.288942555,99.84821089,1,97.63628251
96563,21.85508046,9,24,24032,None,6.031273918,8.173233641,TRUE,2.577853999,98.90515493,2,89.48669054
20641,21.85508046,16,24,17461,Sports,8.31411211,7.18014123,FALSE,4.868775895,88.51349491,2,44.52191879
30585,21.85508046,9,24,16021,Sports,5.847452805,7.926562038,FALSE,3.401896796,97.35488154,0,63.81339544
41439,21.85508046,13,24,15609,Sports,6.886059146,9.329342114,TRUE,4.810582251,85.34439303,1,98.1824039
32782,21.85508046,7,24,27674,None,6.953068294,7.302900258,TRUE,4.655220127,99.09701123,2,22.84805962
82350,21.85508046,16,24,10887,None,7.05369475,6.788032587,TRUE,1.166911233,92.69530374,2,67.36606403
19838,21.85508046,9,24,12496,Both,7.480077265,6.08931134,TRUE,4.996514668,95.35298263,2,90.60231061
30517,21.85508046,12,24,11918,None,6.689425943,8.126176467,TRUE,0.955939333,82.77069174,0,61.25535524
10350,21.85508046,17,24,14894,None,9.52534071,6.327994918,TRUE,4.76029913,90.95060537,1,93.73364483
63545,21.85508046,9,24,12213,Arts,5.454107806,7.520130193,TRUE,3.50296734,86.01116152,3,68.42628676
69048,21.85508046,12,24,20673,Arts,5.921717167,8.947022244,FALSE,3.757501726,94.28950169,0,22.7548312
87832,21.85508046,12,24,29971,Arts,8.479133502,7.015733564,TRUE,3.729844443,99.16105392,1,20.50321918
71592,21.85508046,10,24,14807,Sports,5.577533136,6.482592576,FALSE,1.873143639,95.81343429,1,99.33093936
48175,21.85508046,6,24,20441,Arts,8.607616757,9.541569255,TRUE,3.790228941,89.06726985,0,21.29936716
14278,21.85508046,12,24,17509,Arts,7.818531921,8.410076486,FALSE,4.429543039,90.87274712,1,43.53330239
40340,21.85508046,17,24,22659,Sports,9.288544657,8.786691412,TRUE,1.032294472,83.04882436,2,27.52596669
47762,21.85508046,15,24,12007,Sports,5.302151778,6.077492856,TRUE,2.666178303,98.42704002,2,87.75902126
47056,21.85508046,11,24,25196,Sports,5.159372335,8.470949182,TRUE,2.692809527,90.7136313,2,53.28774505
69510,21.85508046,20,24,14251,Both,6.403985434,8.565420688,TRUE,1.152779818,97.49345731,3,74.71560766
19329,21.85508046,7,24,11344,Both,6.158020536,7.839023375,TRUE,3.407921118,89.69754638,2,85.53127184
40595,21.85508046,5,24,22968,Arts,9.957888399,6.377561675,FALSE,1.891941874,84.74607879,3,50.90060406
44675,21.85508046,14,24,26336,None,5.486806813,9.19946279,FALSE,2.191233444,92.91278816,2,29.80056536
91927,21.85508046,18,24,16820,None,6.499511205,6.005275165,FALSE,2.576701434,88.95827566,2,38.03344924
87304,21.85508046,15,24,25506,None,7.004483155,8.389159105,FALSE,4.185736293,98.98363122,2,30.9933199
96662,21.85508046,13,24,12589,None,9.80937608,9.196077673,TRUE,4.558866638,80.88642458,1,80.99069069
35928,21.85508046,11,24,25374,Sports,8.358929555,8.361105638,FALSE,0.835580643,91.18429503,0,77.3271063
65723,21.85508046,13,24,25915,None,9.349401278,8.224708035,TRUE,1.684070159,88.8124599,3,75.11208832
25043,21.85508046,12,24,28316,Both,9.005540854,8.622323798,FALSE,0.796446848,98.68171306,3,62.01744301
81376,21.85508046,6,24,17796,Arts,9.208970924,7.479483392,FALSE,3.86668209,84.16456866,2,78.16712219
39466,21.85508046,11,24,22220,Sports,9.843513697,7.512975134,FALSE,4.46325174,82.56387926,0,85.66623923
94886,21.85508046,15,24,13961,Sports,5.210112875,6.429347878,TRUE,4.450310156,87.03168097,0,73.11909176
29528,21.85508046,16,24,10010,None,6.528662418,7.508068289,TRUE,3.761133539,88.59484869,1,41.9081441
44816,21.85508046,5,24,28413,Arts,6.79454909,9.451614211,FALSE,2.068472458,82.71992344,0,59.15775938
28643,21.85508046,15,24,26546,Arts,9.746396325,6.363192315,FALSE,4.720002627,83.40876422,2,93.69737058
19359,21.85508046,19,24,21284,Both,5.457282419,6.345792373,TRUE,1.731695695,90.61010522,1,29.98045594
17816,21.85508046,14,24,28275,Sports,7.511375506,6.209258571,TRUE,1.977903017,97.87258958,3,93.37665079
31747,21.85508046,15,24,17912,Sports,9.614810557,6.366297442,TRUE,2.671616532,97.25309957,1,39.07142665
50319,21.85508046,15,24,25458,Arts,8.09169073,9.143877352,TRUE,4.162389049,99.39947494,1,43.56343204
87993,21.85508046,12,24,13499,None,7.423124884,8.829690953,TRUE,4.829671087,99.07676436,0,21.23392542
84607,21.85508046,10,24,13249,Sports,6.703783902,7.75285311,FALSE,2.279898507,93.07210573,0,72.14473927
47828,21.85508046,5,24,15274,Sports,9.688761098,7.425293794,FALSE,0.69694212,87.12364235,2,53.54947847
67560,21.85508046,7,24,28399,None,6.206383599,7.498335976,FALSE,0.777659379,84.62406431,3,95.95345529
26299,21.85508046,6,24,19879,Arts,6.375089391,8.092887328,TRUE,1.275932253,98.39640533,0,75.67399173
71433,21.85508046,12,24,23585,Both,5.346145917,9.21008483,FALSE,2.339807123,83.32385937,3,93.9041248
49857,21.85508046,7,24,25236,Both,8.531996373,8.239389254,TRUE,4.257357225,80.96603937,1,77.82388677
62757,21.85508046,17,24,20523,Sports,7.890612168,8.798600866,FALSE,0.835734314,96.79616789,0,58.16987717
45683,21.85508046,13,24,13948,Sports,7.426371053,8.942232751,FALSE,4.942706909,97.81414014,2,98.85114899
75597,21.85508046,14,24,28162,Sports,6.51208028,7.556903044,TRUE,1.475245552,81.3633116,3,30.10513084
80776,21.85508046,9,24,22252,Arts,7.251177385,6.664084768,TRUE,3.479429205,98.39139199,0,69.89836475
74722,21.85508046,9,24,15535,Sports,8.021673498,7.840387568,TRUE,0.572579106,82.44698725,3,83.80902446
67377,21.85508046,11,24,20881,Sports,5.220037671,9.163291626,TRUE,4.032359262,91.91113697,0,63.75179591
20543,21.85508046,8,24,23509,Arts,6.949223176,8.877862474,TRUE,3.948152086,86.65458006,1,92.3073647
88385,21.85508046,6,24,24593,Both,5.455157714,9.633345822,TRUE,3.60423266,86.13335034,0,35.6165147
15224,21.85508046,14,24,12936,None,7.975007602,6.277103277,TRUE,1.698892116,91.32272271,2,97.5119142
66626,21.85508046,19,24,14155,None,5.473329698,6.846609252,FALSE,4.046123314,81.49377232,2,64.25288066
52247,21.85508046,18,24,29655,None,5.245234493,8.604929583,TRUE,1.233656021,96.07996799,3,85.44570077
89129,21.85508046,12,24,22353,Arts,9.344329531,8.757805279,TRUE,3.362354121,93.54975944,2,48.1100493
42816,21.85508046,18,24,21764,Both,7.890244135,8.333078685,TRUE,0.86763201,99.29937936,0,41.53074479
13390,21.85508046,11,24,15146,Sports,9.94826402,8.430817938,TRUE,1.407915497,97.04063375,1,90.93945461
21970,21.85508046,12,24,20078,Arts,6.404494582,6.524102615,TRUE,1.016944184,82.9342289,1,48.51081627
40005,21.85508046,5,24,21293,None,5.009910852,7.721579592,TRUE,2.165134378,96.93439729,0,36.98935508
98381,21.85508046,10,24,11939,Sports,6.579854526,9.163300873,TRUE,1.891831787,83.51330924,0,40.02599474
85392,21.85508046,14,24,22148,Arts,5.705767377,7.204273537,FALSE,2.143421013,99.88675908,0,26.59488513
86955,21.85508046,7,24,29349,Arts,6.295645119,7.265304375,FALSE,2.756274386,91.53253264,3,84.85343084
12719,21.85508046,7,24,10090,Both,9.767186214,7.610683439,FALSE,3.911016188,91.12465923,0,61.97155332
98117,21.85508046,18,24,25395,Arts,5.736736601,7.143637887,FALSE,2.859712477,84.65003147,3,25.83517346
45325,21.85508046,16,24,25470,None,6.310368077,7.586689462,FALSE,4.127356238,83.89214394,2,70.74489504
85529,21.85508046,17,24,29311,Sports,7.567119166,8.939783928,TRUE,2.636063929,82.52589907,2,42.22216519
15273,21.85508046,16,24,21822,Sports,9.925254575,7.690672996,TRUE,1.734147237,87.85411549,0,29.13404695
32962,21.85508046,5,24,25913,Sports,7.09311371,9.112229942,FALSE,2.019758816,89.46894836,3,73.45855656
71669,21.85508046,15,24,21335,Arts,5.275002836,7.252605637,TRUE,1.710824405,91.08774525,0,56.96551279
78021,21.85508046,13,24,18131,Sports,9.453757954,7.721606166,TRUE,1.24453995,95.31805082,1,73.83470632
95394,21.85508046,5,24,21160,Both,9.227721078,7.091053274,TRUE,4.866741007,91.73084095,2,35.89777287
67963,21.85508046,7,24,13430,Both,9.177903645,8.639245322,TRUE,1.18262587,92.53966159,1,75.04182555
46458,21.85508046,8,24,13299,Sports,9.633608624,8.132589362,TRUE,1.791493583,86.46160938,2,82.11897962
33788,21.85508046,11,24,15330,Arts,6.43491016,7.484625006,TRUE,2.977904475,92.02730103,0,89.46772434
86720,21.85508046,11,24,22756,Both,7.464720719,8.529324032,FALSE,2.013564198,92.89416273,2,85.05049891
67132,21.85508046,6,24,22202,Sports,8.354180872,7.722587234,TRUE,1.347759149,81.88432412,1,79.81206458
93202,21.85508046,10,24,20995,None,8.143480434,8.191355245,FALSE,3.790397727,99.49997623,2,32.65800542
74451,21.85508046,8,24,23693,None,9.495678783,7.021481872,TRUE,2.83240483,85.85021416,0,46.75502401
21959,21.85508046,17,24,10485,Arts,6.572048858,7.694930638,TRUE,4.500764159,88.82654373,2,24.94697894
